,mpl_hostname,mpl_letter,mst_metratio,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_orbincl,mpl_massj,mpl_radj,mpl_dens,mpl_eqt,mpl_insol,mst_teff,mst_mass,mst_rad,mst_age,mst_lum,mpl_status
1948,Kepler-46,d,,Transit,3,6.766589,0.067,,,,0.146,,,,5309.0,,0.79,,,3
1949,Kepler-48,d,[Fe/H],Transit,4,42.8961,,,,0.025,0.182,5.08,,,5194.0,0.88,0.89,3.14,,3
1950,Kepler-48,e,[Fe/H],Radial Velocity,4,982.0,,,,2.067,,,,,5194.0,0.88,0.89,3.14,,3
1951,Kepler-49,b,,Transit,4,7.2037945,,,,0.98,0.243,,,,3974.0,0.55,0.53,,,3
1952,Kepler-49,c,,Transit,4,10.9129343,,,,0.72,0.227,,,,3974.0,0.55,0.53,,,3
1953,Kepler-49,d,,Transit,4,2.576549,0.031,,,,0.143,,,,4252.0,,0.56,,,3
1954,Kepler-49,e,,Transit,4,18.596108,0.116,,,,0.139,,,,4252.0,,0.56,,,3
1955,WASP-59,b,[Fe/H],Transit,1,7.919585,0.0697,0.1,89.27,0.863,0.775,2.4,670.0,,4650.0,0.719,0.61,0.5,,3
1956,WASP-64,b,[Fe/H],Transit,1,1.5732918,0.02648,0.0,86.57,1.271,1.271,0.823,1689.0,,5400.0,1.004,1.06,1.2,-0.022,3
1957,Kepler-338,e,,Transit Timing Variations,4,9.341,,,,0.027,0.139,,,,,1.14,1.74,,,3
1958,gam Cep,b,,Radial Velocity,1,903.3,2.05,0.049,,,,,,,,1.4,4.9,,,3
1959,GJ 317,b,[Fe/H],Radial Velocity,2,692.0,1.15,0.11,45.0,2.5,,,,,3510.0,0.42,,5.0,,3
1960,GJ 876,b,,Radial Velocity,4,61.1166,0.208317,0.0324,59.0,2.2756,,,,,,0.32,0.3,1.0,-1.907,3
1961,GJ 876,c,,Radial Velocity,4,30.0881,0.12959,0.25591,59.0,0.7142,,,,,,0.32,0.3,1.0,-1.907,3
1962,GJ 876,d,,Radial Velocity,4,1.93778,0.020807,0.207,59.0,0.021,,,,,,0.32,0.3,1.0,-1.907,3
1963,Kepler-54,b,,Transit,3,8.0109434,,,,0.92,0.187,,,,3705.0,0.51,0.5,,,3
1964,Kepler-50,b,[Fe/H],Transit,2,7.81254,0.077,,,,0.153,,,,6225.0,1.24,1.58,3.8,,3
1965,Kepler-50,c,[Fe/H],Transit,2,9.37647,0.087,,,,0.194,,,,6225.0,1.24,1.58,3.8,,3
1966,Kepler-51,b,,Transit,3,45.154,0.2514,0.04,,0.007,0.633,0.03,543.0,,6018.0,1.04,0.94,0.3,,3
1967,Kepler-51,c,,Transit,3,85.312,0.384,0.014,,0.013,0.803,0.03,439.0,,6018.0,1.04,0.94,0.3,,3
1968,Kepler-51,d,,Transit,3,130.194,0.509,0.008,,0.024,0.865,0.046,381.0,,6018.0,1.04,0.94,0.3,,3
1969,Kepler-52,b,,Transit,3,7.8773565,,,,8.7,0.187,,,,4075.0,0.54,0.52,,,3
1970,Kepler-52,c,,Transit,3,16.3850021,,,,10.41,0.164,,,,4075.0,0.54,0.52,,,3
1971,Kepler-52,d,,Transit,3,36.445171,0.182,,,,0.174,,,,4263.0,,0.56,,,3
1972,Kepler-53,b,,Transit,3,18.6489525,,,,18.41,0.258,,,,5858.0,0.98,0.89,,,3
1973,Kepler-53,c,,Transit,3,38.5583038,,,,15.74,0.283,,,,5858.0,0.98,0.89,,,3
1974,Kepler-53,d,,Transit,3,9.751962,0.091,,,,0.189,,,,6085.0,,0.96,,,3
1975,Kepler-54,c,,Transit,3,12.0717249,,,,0.37,0.11,,,,3705.0,0.51,0.5,,,3
1976,Kepler-54,d,,Transit,3,20.995694,0.126,,,,0.136,,,,4252.0,,0.55,,,3
1977,Kepler-55,b,,Transit,5,27.9481449,,,,1.49,0.217,,,,4362.0,0.62,0.58,,,3
1978,WASP-65,b,[Fe/H],Transit,1,2.3114243,0.0334,0.0,88.8,1.55,1.112,1.5,1480.0,,5600.0,0.93,1.01,8.0,,3
1979,Kepler-37,e,,Transit Timing Variations,4,51.196,,,,,,,,,,0.8,0.77,,,3
1980,Kepler-414,b,,Transit Timing Variations,2,4.7,,,,0.011,0.153,,,,,0.89,0.95,,,3
1981,Kepler-414,c,,Transit Timing Variations,2,7.171,,,,0.094,0.269,,,,,0.89,0.95,,,3
1982,Kepler-415,b,,Transit Timing Variations,2,4.176,,,,0.377,0.108,,,,,0.67,0.64,,,3
1983,Kepler-415,c,,Transit Timing Variations,2,8.708,,,,,,,,,,0.67,0.64,,,3
1984,Kepler-416,b,,Transit Timing Variations,2,6.319,,,,0.183,0.221,,,,,1.0,1.07,,,3
1985,Kepler-416,c,,Transit Timing Variations,2,12.209,,,,,,,,,,1.0,1.07,,,3
1986,Kepler-417,b,,Transit Timing Variations,2,12.331,,,,0.035,0.206,,,,,0.9,0.81,,,3
1987,Kepler-417,c,,Transit Timing Variations,2,15.943,,,,,,,,,,0.9,0.81,,,3
1988,Kepler-418,b,[M/H],Transit,1,86.67856,,0.2,89.952,1.1,1.2,,,,5820.0,0.98,1.09,7.0,,3
1989,GJ 876,e,,Radial Velocity,4,124.26,0.3343,0.055,59.0,0.046,,,,,,0.32,0.3,1.0,-1.907,3
1990,Kepler-55,c,,Transit,5,42.1516418,,,,1.11,0.197,,,,4362.0,0.62,0.58,,,3
1991,Kepler-55,d,,Transit,5,2.211099,0.029,,,,0.142,,,,4503.0,,0.62,,,3
1992,Kepler-55,e,,Transit,5,4.617534,0.048,,,,0.138,,,,4503.0,,0.62,,,3
1993,Kepler-55,f,,Transit,5,10.198545,0.081,,,,0.142,,,,4503.0,,0.62,,,3
1994,Kepler-56,b,[Fe/H],Transit,3,10.5016,0.1028,,,0.07,0.581,0.442,,,4840.0,1.32,4.23,3.5,,3
1995,Kepler-56,c,[Fe/H],Transit,3,21.40239,0.1652,,,0.57,0.874,1.06,,,4840.0,1.32,4.23,3.5,,3
1996,Kepler-57,b,,Transit,2,5.7293196,,,,18.86,0.195,,,,5145.0,0.83,0.73,,,3
1997,Kepler-57,c,,Transit,2,11.6092567,,,,6.95,0.138,,,,5145.0,0.83,0.73,,,3
1998,Kepler-58,b,,Transit,3,10.2184954,,,,1.39,0.248,,,,5843.0,0.95,1.03,,,3
1999,Kepler-58,c,,Transit,3,15.5741568,,,,2.19,0.255,,,,5843.0,0.95,1.03,,,3
2000,Kepler-58,d,,Transit,3,40.101371,0.236,,,,0.262,,,,6099.0,,1.13,,,3
2001,Kepler-59,b,,Transit,2,11.8681707,,,,2.05,0.098,,,,6074.0,1.04,0.94,,,3
2002,Kepler-59,c,,Transit,2,17.9801235,,,,1.37,0.177,,,,6074.0,1.04,0.94,,,3
2003,WASP-75,b,[Fe/H],Transit,1,2.484193,0.0375,0.0,82.0,1.07,1.27,0.69,1710.0,,6100.0,1.14,1.26,3.5,,3
2004,WASP-8,c,[Fe/H],Radial Velocity,2,4323.0,5.28,0.0,,,,,,,,1.04,,,,3
2005,HD 45350,b,,Radial Velocity,1,963.6,1.92,0.778,,,,,,,,,,,,3
2006,Kepler-61,b,[Fe/H],Transit,1,59.87756,,0.25,89.8,,0.192,,273.0,,4017.0,0.635,0.62,1.0,,3
2007,Kepler-62,b,[Fe/H],Transit,5,5.714932,0.0553,,89.2,0.03,0.117,,750.0,,4925.0,0.69,0.64,7.0,-0.678,3
2008,Kepler-62,c,[Fe/H],Transit,5,12.4417,0.0929,,89.7,0.013,0.048,,578.0,,4925.0,0.69,0.64,7.0,-0.678,3
2009,Kepler-62,d,[Fe/H],Transit,5,18.16406,0.12,,89.7,0.044,0.174,,510.0,,4925.0,0.69,0.64,7.0,-0.678,3
2010,Kepler-62,e,[Fe/H],Transit,5,122.3874,0.427,,89.98,0.113,0.144,,270.0,,4925.0,0.69,0.64,7.0,-0.678,3
2011,Kepler-62,f,[Fe/H],Transit,5,267.291,0.718,,89.9,0.11,0.126,,208.0,,4925.0,0.69,0.64,7.0,-0.678,3
2012,Kepler-63,b,[Fe/H],Transit,1,9.4341505,0.08,0.45,87.806,0.378,0.545,3.0,,,5576.0,0.984,0.9,0.21,-0.157,3
2013,Kepler-65,b,[Fe/H],Transit,4,2.15491,0.035,,,,0.127,,,,6211.0,1.25,1.41,2.9,,3
2014,Kepler-65,c,[Fe/H],Transit,4,5.859944,0.068,,,,0.23,,,,6211.0,1.25,1.41,2.9,,3
2015,Kepler-65,d,[Fe/H],Transit,4,8.13123,0.084,,,,0.136,,,,6211.0,1.25,1.41,2.9,,3
2016,Kepler-66,b,[M/H],Transit,1,17.815815,0.1352,,,,0.25,,,,5962.0,1.038,0.97,1.0,,3
2017,Kepler-67,b,[M/H],Transit,1,15.7259,0.1171,,,,0.262,,,,5331.0,0.865,0.78,1.0,,3
2018,WASP-96,b,[Fe/H],Transit,1,3.4252602,0.0453,0.0,85.6,0.48,1.2,0.37,1285.0,,5540.0,1.06,1.05,8.0,,3
2019,WD 0806-661,b,,Imaging,1,,2500.0,,,7.5,,,323.0,,,,,,,3
2020,WISEP J121756.91+162640.2 A,b,,Imaging,1,,8.0,,,22.0,0.934,,450.0,,575.0,0.029,0.09,6.0,,3
2021,HD 14067,b,[Fe/H],Radial Velocity,1,1455.0,3.4,0.533,,,,,,,4815.0,2.4,12.4,0.69,1.898,3
2022,HD 205739,b,[Fe/H],Radial Velocity,1,279.8,0.896,0.27,,,,,,,6176.0,1.22,1.33,2.84,0.36,3
2023,Kepler-101,b,[Fe/H],Transit,2,3.4876812,0.0474,0.086,85.82,0.16,0.51,1.45,1513.0,,5667.0,1.17,1.56,5.9,,3
2024,Kepler-101,c,[Fe/H],Transit,2,6.02976,0.0684,0.0,84.6,0.01,0.112,10.5,1413.0,,5667.0,1.17,1.56,5.9,,3
2025,WASP-104,b,[Fe/H],Transit,1,1.7554137,0.02918,0.0,83.63,1.272,1.137,1.074,1516.0,,5475.0,1.076,0.96,3.0,,3
2026,Kepler-69,b,[Fe/H],Transit,2,13.722341,0.094,0.16,89.62,,0.2,,779.0,,5638.0,0.81,0.93,,-0.097,3
2027,Kepler-69,c,[Fe/H],Transit,2,242.4613,0.64,0.14,89.85,,0.153,,299.0,,5638.0,0.81,0.93,,-0.097,3
2028,WTS-1,b,[Fe/H],Transit,1,3.352057,0.047,0.1,85.5,4.01,1.49,1.61,1500.0,,6250.0,1.2,1.15,2.55,,3
2029,alf Ari,b,,Radial Velocity,1,380.8,1.2,0.25,,,,,,,4553.0,1.5,13.9,,,3
2030,bet Cnc,b,[Fe/H],Radial Velocity,1,605.2,1.7,0.08,,,,,,,4092.1,1.7,47.2,1.85,2.9,3
2031,bet UMi,b,[Fe/H],Radial Velocity,1,522.3,1.4,0.19,,,,,,,4126.0,1.4,38.3,2.95,2.73,3
2032,eps Tau,b,,Radial Velocity,1,594.9,1.93,0.151,,,,,,,4901.0,2.7,13.7,,1.987,3
2033,gam 1 Leo,b,,Radial Velocity,1,428.5,1.19,0.144,,,,,,,4330.0,1.23,31.88,,,3
2034,kap And,b,[M/H],Imaging,1,,55.0,,,13.616,,,1900.0,,10900.0,2.6,,0.03,1.83,3
2035,xi Aql,b,[Fe/H],Radial Velocity,1,136.75,0.68,0.0,,,,,,,4780.0,2.2,12.0,,1.839,3
2036,Kepler-425,b,[Fe/H],Transit,1,3.79701816,0.0464,0.33,87.02,0.25,0.978,0.27,1070.0,,5170.0,0.93,0.86,5.0,-0.323,3
2037,Kepler-426,b,[Fe/H],Transit,1,3.21751883,0.0414,0.18,85.74,0.34,1.09,0.26,1300.0,,5725.0,0.91,0.92,6.0,-0.089,3
2038,Kepler-427,b,[Fe/H],Transit,1,10.290994,0.091,0.57,89.5,0.29,1.23,0.16,1100.0,,5800.0,0.96,1.35,7.0,0.29,3
2039,Kepler-428,b,[Fe/H],Transit,1,3.52563254,0.0433,0.22,89.36,1.27,1.08,1.02,1070.0,,5150.0,0.87,0.8,5.0,-0.39,3
2040,WASP-94 B,b,[Fe/H],Radial Velocity,1,2.00839,0.0335,0.0,,,,,,,6040.0,1.24,1.35,4.0,,3
2041,HAT-P-13,b,,Transit,2,2.91625,,0.0133,83.4,0.851,1.272,,,,,,,,,3
2042,Kepler-77,b,[M/H],Transit,1,3.57878087,0.04501,0.0,88.0,0.43,0.96,0.603,1440.0,,5520.0,0.95,0.99,7.5,,3
2043,mu Leo,b,[Fe/H],Radial Velocity,1,357.8,1.1,0.09,,,,,,,4538.2,1.5,11.4,3.35,1.797,3
2044,ome Ser,b,[Fe/H],Radial Velocity,1,277.02,1.1,0.106,,,,,,,4770.0,2.17,12.3,,1.85,3
2045,tau Gem,b,[Fe/H],Radial Velocity,1,305.5,1.17,0.031,,,,,,,4388.0,2.3,26.8,1.22,,3
2046,ups And,b,,Radial Velocity,3,4.617033,0.059222,0.0215,,,,,,,,1.3,1.56,5.0,,3
2047,ups And,c,,Radial Velocity,3,241.258,0.827774,0.2596,,,,,,,,1.3,1.56,5.0,,3
2048,ups And,d,,Radial Velocity,3,1276.46,2.51329,0.2987,,,,,,,,1.3,1.56,5.0,,3
2049,HAT-P-13,c,,Radial Velocity,2,446.27,,0.6616,,,,,,,,,,,,3
2050,Kapteyn,c,[M/H],Radial Velocity,1,121.54,0.311,0.23,,,,,,,3550.0,0.281,0.29,,,3
2051,CoRoT-24,b,[Fe/H],Transit,2,5.1134,0.056,0.0,86.5,0.018,0.33,0.9,1070.0,,4950.0,0.91,0.86,11.0,,3
2052,CoRoT-24,c,[Fe/H],Transit,2,11.759,0.098,0.0,89.0,0.088,0.44,1.3,850.0,,4950.0,0.91,0.86,11.0,,3
2053,HIP 105854,b,[Fe/H],Radial Velocity,1,184.2,0.81,0.02,,,,,,,4780.0,2.1,,,1.67,3
2054,OGLE-2008-BLG-355L,b,,Microlensing,1,,1.7,,,4.6,,,,,,0.37,,,,3
2055,GJ 832,b,[Fe/H],Radial Velocity,2,3657.0,3.56,0.08,,,,,,,3472.0,0.45,,,-1.585,3
2056,GJ 832,c,[Fe/H],Radial Velocity,2,35.68,0.163,0.18,,,,,,,3472.0,0.45,,,-1.585,3
2057,HD 156411,b,[Fe/H],Radial Velocity,1,842.2,1.88,0.22,,,,,,,5900.0,1.25,2.16,,0.731,3
2058,55 Cnc,d,,Radial Velocity,5,4825.0,5.503,0.019,90.0,3.878,,,,,,0.95,,,,3
2059,55 Cnc,f,,Radial Velocity,5,262.0,0.788,0.305,90.0,0.141,,,,,,0.95,,,,3
2060,MOA-2007-BLG-192L,b,,Microlensing,1,,0.62,,,0.01,,,,,,0.06,,,,3
2061,MOA-2007-BLG-400L,b,,Microlensing,1,,0.72,,,0.83,,,103.0,,,0.3,,,,3
2062,MOA-2009-BLG-266L,b,,Microlensing,1,2774.0,3.2,,,0.033,,,,,,0.56,,,,3
2063,Kepler-81,b,,Transit,3,5.955,,,,,0.216,,,,,0.64,0.59,,,3
2064,Kepler-81,c,,Transit,3,12.04,,,,,0.211,,,,,0.64,0.59,,,3
2065,Kepler-81,d,,Transit,3,20.837846,0.128,,,,0.108,,,,4500.0,,0.59,,,3
2066,Kepler-82,d,,Transit,5,2.382961,0.034,,,,0.158,,,,5428.0,,0.94,,,3
2067,Kepler-82,e,,Transit,5,5.902206,0.063,,,,0.22,,,,5428.0,,0.94,,,3
2068,Kepler-83,b,,Transit,3,9.77,,,,,0.252,,,,,0.66,0.61,,,3
2069,Kepler-83,c,,Transit,3,20.09,,,,,0.211,,,,,0.66,0.61,,,3
2070,Kepler-83,d,,Transit,3,5.169796,0.051,,,,0.173,,,,4648.0,,0.59,,,3
2071,Kepler-84,b,,Transit,5,8.726,,,,,0.199,,,,,1.0,1.43,,,3
2072,Kepler-84,c,,Transit,5,12.883,,,,,0.211,,,,,1.0,1.43,,,3
2073,Kepler-84,d,,Transit,5,4.224537,0.052,,,,0.123,,,,6031.0,,1.17,,,3
2074,Kepler-84,e,,Transit,5,27.434389,0.181,,,,0.232,,,,6031.0,,1.17,,,3
2075,Kepler-84,f,,Transit,5,44.552169,0.25,,,,0.196,,,,6031.0,,1.17,,,3
2076,Kepler-85,b,,Transit,4,8.306,,,,,0.176,,,,,0.92,1.24,,,3
2077,Kepler-85,c,,Transit,4,12.513,,,,,0.194,,,,,0.92,1.24,,,3
2078,Kepler-85,d,,Transit,4,17.91323,0.13,,,,0.107,,,,5436.0,,0.89,,,3
2079,Kepler-85,e,,Transit,4,25.216751,0.163,,,,0.113,,,,5436.0,,0.89,,,3
2080,HD 168443,b,[Fe/H],Radial Velocity,2,58.11247,0.2931,0.52883,,,,,,,5491.0,0.995,1.51,,,3
2081,HD 169830,b,[Fe/H],Radial Velocity,2,225.62,0.81,0.31,,,,,,,6299.0,1.4,,2.8,0.662,3
2082,HD 169830,c,[Fe/H],Radial Velocity,2,2102.0,3.6,0.33,,,,,,,6299.0,1.4,,2.8,0.662,3
2083,Kepler-419,b,[Fe/H],Transit,2,69.7546,0.37,0.833,88.95,2.5,0.96,,,,6430.0,1.39,1.74,,,3
2084,Kepler-419,c,[Fe/H],Transit Timing Variations,2,675.47,1.68,0.184,88.0,7.3,,,,,6430.0,1.39,1.74,,,3
2085,KOI-1257,b,[Fe/H],Transit,1,86.647661,0.382,0.772,89.66,1.45,0.94,2.1,511.0,,5520.0,0.99,1.13,9.3,,3
2086,HATS-4,b,[Fe/H],Transit,1,2.516729,0.0362,0.013,88.5,1.323,1.02,1.55,1315.0,,5403.0,1.001,0.93,2.1,-0.187,3
2087,GJ 581,b,,Radial Velocity,3,5.3686,0.04061,0.0,,,,,,,,,,,,3
2088,GJ 581,c,,Radial Velocity,3,12.914,0.0721,0.0,,,,,,,,,,,,3
2089,GJ 581,e,,Radial Velocity,3,3.149,0.02815,0.0,,,,,,,,,,,,3
2090,HD 173416,b,[Fe/H],Radial Velocity,1,323.6,1.16,0.21,,,,,,,4683.0,2.0,13.5,,1.892,3
2091,HIP 97233,b,[Fe/H],Radial Velocity,1,1058.8,2.55,0.61,,,,,,,5020.0,1.93,5.34,,1.204,3
2092,KIC 10001893,b,,Orbital Brightness Modulation,3,0.2197,,,,,,,,,27500.0,,,,,3
2093,KIC 10001893,c,,Orbital Brightness Modulation,3,0.32528,,,,,,,,,27500.0,,,,,3
2094,KIC 10001893,d,,Orbital Brightness Modulation,3,0.81161,,,,,,,,,27500.0,,,,,3
2095,Kepler-424,b,[Fe/H],Transit,2,3.3118644,0.044,,,1.03,0.89,1.94,,,5460.0,1.01,0.94,,-0.15,3
2096,Kepler-424,c,[Fe/H],Radial Velocity,2,223.3,0.73,,,,,,,,5460.0,1.01,0.94,,-0.15,3
2097,Kepler-422,b,[Fe/H],Transit,1,7.8914483,0.082,,,0.43,1.15,0.38,,,5972.0,1.15,1.24,,0.24,3
2098,Kepler-87,b,[Fe/H],Transit,2,114.73635,0.481,0.036,89.274,1.02,1.204,0.729,478.0,,5600.0,1.1,1.82,7.5,,3
2099,Kepler-87,c,[Fe/H],Transit,2,191.2318,0.676,0.039,89.588,0.02,0.548,0.152,403.0,,5600.0,1.1,1.82,7.5,,3
2100,Kepler-9,d,[Fe/H],Transit,3,1.592851,0.0273,,,,0.146,,2026.0,,5777.0,1.07,1.02,1.0,,3
2101,Kepler-92,b,,Transit,3,13.749,,,,0.202,0.313,,,,,1.21,1.7,,,3
2102,HD 179949,b,[Fe/H],Radial Velocity,1,3.092514,0.0443,0.022,,,,,,,6168.0,1.21,,,,3
2103,OGLE-2013-BLG-0341L B,b,,Microlensing,1,,0.702,,,0.00522,,,,,,0.1452,,,,3
2104,XO-2 S,c,[Fe/H],Radial Velocity,2,120.8,0.4756,0.1528,,,,,,,5399.0,0.982,1.02,7.1,,3
2105,HD 150706,b,[Fe/H],Radial Velocity,1,5894.0,6.7,0.38,,,,,,,5961.0,1.17,0.96,3.0,,3
2106,WASP-70 A,b,[Fe/H],Transit,1,3.7130203,0.04853,0.0,87.12,0.59,1.164,0.499,1387.0,,5763.0,1.106,1.22,9.5,,3
2107,WASP-84,b,[Fe/H],Transit,1,8.5234865,0.0771,0.0,88.368,0.694,0.942,1.104,797.0,,5314.0,0.842,0.75,1.0,,3
2108,55 Cnc,b,,Radial Velocity,5,14.65152,0.115227,0.0034,90.0,0.8306,,,,,,0.95,,,,3
2109,55 Cnc,c,,Radial Velocity,5,44.4175,0.241376,0.02,90.0,0.1714,,,,,,0.95,,,,3
2110,Kepler-92,c,,Transit,3,26.723,,,,0.019,0.232,,,,,1.21,1.7,,,3
2111,Kepler-93,c,[Fe/H],Radial Velocity,2,1460.0,,,,3.0,,,,,5669.0,0.91,0.92,5.05,,3
2112,Kepler-94,b,[Fe/H],Transit,2,2.50806,,,,0.034,0.313,1.45,,,4781.0,0.81,0.76,1.41,,3
2113,Kepler-94,c,[Fe/H],Radial Velocity,2,820.3,,,,9.836,,,,,4781.0,0.81,0.76,1.41,,3
2114,Kepler-95,b,[Fe/H],Transit,1,11.5231,,,,0.041,0.305,1.71,,,5699.0,1.08,1.41,5.63,,3
2115,Kepler-96,b,[Fe/H],Transit,1,16.2385,,,,0.027,0.238,2.26,,,5690.0,1.0,1.02,2.34,,3
2116,Kepler-97,b,[Fe/H],Transit,2,2.58664,,,,0.011,0.132,5.44,,,5779.0,0.94,0.98,8.42,,3
2117,Kepler-97,c,[Fe/H],Radial Velocity,2,789.0,,,,1.08,,,,,5779.0,0.94,0.98,8.42,,3
2118,Kepler-98,b,[Fe/H],Transit,1,1.54168,,,,0.011,0.178,2.18,,,5539.0,0.99,1.11,2.79,,3
2119,Kepler-99,b,[Fe/H],Transit,1,4.60358,,,,0.019,0.132,10.9,,,4782.0,0.79,0.73,1.47,,3
2120,Lupus-TR-3,b,,Transit,1,3.91405,0.0464,0.0,88.3,0.81,0.89,1.4,,,5000.0,0.87,0.82,,,3
2121,MOA-2008-BLG-379L,b,,Microlensing,1,,2.7,,,4.1,,,,,,0.56,,,,3
2122,MOA-2010-BLG-073L,b,,Microlensing,1,,1.21,,,11.0,,,,,,0.16,,,,3
2123,MOA-2011-BLG-293L,b,,Microlensing,1,,1.1,,,4.8,,,,,,0.86,,,,3
2124,MOA-2011-BLG-322L,b,,Microlensing,1,,4.3,,,11.6,,,,,,0.39,,,,3
2125,MOA-bin-1L,b,,Microlensing,1,,8.3,,,3.7,,,,,,0.75,,,,3
2126,NN Ser,c,,Eclipse Timing Variations,2,5573.55,5.35,0.08,,7.33,,,,,,,,,,3
2127,NN Ser,d,,Eclipse Timing Variations,2,2883.5,3.43,0.19,,2.3,,,,,,,,,,3
2128,OGLE-2011-BLG-0251L,b,,Microlensing,1,,2.72,,,0.53,,,,,,0.26,,,,3
2129,HD 181433,c,[Fe/H],Radial Velocity,3,962.0,1.76,0.28,,,,,,,4962.0,0.78,,,-0.511,3
2130,HD 181433,d,[Fe/H],Radial Velocity,3,2172.0,3.0,0.48,,,,,,,4962.0,0.78,,,-0.511,3
2131,HD 183263,c,,Radial Velocity,2,3070.0,4.35,0.239,,,,,,,,,,,,3
2132,HD 187123,b,,Radial Velocity,2,3.0965828,0.0426,0.0103,,,,,,,,,,,,3
2133,HD 187123,c,,Radial Velocity,2,3810.0,4.89,0.252,,,,,,,,,,,,3
2134,HD 188015,b,[Fe/H],Radial Velocity,1,461.2,1.203,0.137,,,,,,,5746.0,1.09,,,,3
2135,Kepler-361,b,,Transit,2,8.486616,0.086,,,,0.129,,,,6169.0,,1.34,,,3
2136,Kepler-361,c,,Transit,2,55.188023,0.3,,,,0.225,,,,6169.0,,1.34,,,3
2137,Kepler-362,b,,Transit,2,10.327186,0.087,,,,0.079,,,,5788.0,,0.72,,,3
2138,Kepler-362,c,,Transit,2,37.866281,0.207,,,,0.129,,,,5788.0,,0.72,,,3
2139,Kepler-363,b,,Transit,3,3.614568,0.048,,,,0.103,,,,5593.0,,1.49,,,3
2140,Kepler-363,c,,Transit,3,7.542427,0.079,,,,0.151,,,,5593.0,,1.49,,,3
2141,Kepler-363,d,,Transit,3,11.932125,0.107,,,,0.183,,,,5593.0,,1.49,,,3
2142,Kepler-364,b,,Transit,2,25.745718,0.178,,,,0.138,,,,6108.0,,1.28,,,3
2143,Kepler-364,c,,Transit,2,59.980627,0.312,,,,0.192,,,,6108.0,,1.28,,,3
2144,Kepler-365,b,,Transit,2,10.664903,0.098,,,,0.182,,,,6012.0,,1.05,,,3
2145,Kepler-365,c,,Transit,2,17.784129,0.137,,,,0.146,,,,6012.0,,1.05,,,3
2146,Kepler-366,b,,Transit,2,3.281959,0.045,,,,0.13,,,,6209.0,,1.05,,,3
2147,Kepler-366,c,,Transit,2,12.51616,0.11,,,,0.16,,,,6209.0,,1.05,,,3
2148,Kepler-367,b,,Transit,2,37.815724,0.201,,,,0.116,,,,4710.0,,0.69,,,3
2149,Kepler-367,c,,Transit,2,53.578637,0.253,,,,0.107,,,,4710.0,,0.69,,,3
2150,Kepler-368,b,,Transit,2,26.84768,0.186,,,,0.291,,,,5502.0,,2.02,,,3
2151,Kepler-368,c,,Transit,2,72.379334,0.36,,,,0.346,,,,5502.0,,2.02,,,3
2152,Kepler-369,b,,Transit,2,2.732756,0.03,,,,0.101,,,,3591.0,,0.47,,,3
2153,Kepler-369,c,,Transit,2,14.871572,0.094,,,,0.126,,,,3591.0,,0.47,,,3
2154,OGLE-2012-BLG-0358L,b,,Microlensing,1,,0.87,,,1.85,,,,,,0.022,,,,3
2155,OGLE-2012-BLG-0406L,b,,Microlensing,1,,3.45,,,2.73,,,,,,0.44,,,,3
2156,OGLE-TR-10,b,,Transit,1,3.101278,0.0434,,90.0,0.62,1.25,0.4,,,5950.0,1.14,1.17,,0.188,3
2157,OGLE-TR-113,b,,Transit,1,1.4324752,0.02289,,87.8,1.26,1.093,1.2,,,4790.0,0.779,0.77,,-0.529,3
2158,OGLE-TR-182,b,,Transit,1,3.9791,0.051,0.0,85.7,1.01,1.13,,,,5924.0,1.14,1.14,,,3
2159,OGLE-TR-211,b,,Transit,1,3.67724,0.051,0.0,87.2,1.03,1.36,,,,6325.0,1.33,1.64,,,3
2160,OGLE-TR-56,b,,Transit,1,1.2119189,0.02383,,77.6,1.39,1.363,0.68,2212.0,,6050.0,,,,0.35,3
2161,OGLE2-TR-L9,b,,Transit,1,2.4855335,0.0308,,79.8,4.5,1.61,,,,6933.0,1.52,1.53,,,3
2162,PH1,b,[Fe/H],Transit,1,138.317,0.652,0.0702,90.05,0.531,0.551,,481.0,,6407.0,1.528,1.73,2.0,,3
2163,Kepler-122,f,,Transit Timing Variations,5,56.268,,,,0.113,0.156,,,,,1.03,0.95,,,3
2164,HD 216435,b,[Fe/H],Radial Velocity,1,1311.0,2.56,0.07,,,,,,,5999.0,1.3,,3.0,,3
2165,HD 27442,b,[Fe/H],Radial Velocity,1,428.1,1.271,0.06,,,,,,,4846.0,1.23,,,,3
2166,Kepler-370,b,,Transit,2,4.57953,0.054,,,,0.142,,,,5852.0,,0.9,,,3
2167,Kepler-370,c,,Transit,2,19.02293,0.14,,,,0.17,,,,5852.0,,0.9,,,3
2168,Kepler-371,b,,Transit,2,34.763278,0.2,,,,0.169,,,,5666.0,,0.99,,,3
2169,Kepler-371,c,,Transit,2,67.968015,0.313,,,,0.159,,,,5666.0,,0.99,,,3
2170,Kepler-372,b,,Transit,3,6.849692,0.075,,,,0.121,,,,6509.0,,1.14,,,3
2171,Kepler-372,c,,Transit,3,20.053763,0.154,,,,0.186,,,,6509.0,,1.14,,,3
2172,Kepler-372,d,,Transit,3,30.092568,0.201,,,,0.151,,,,6509.0,,1.14,,,3
2173,Kepler-373,b,,Transit,2,5.535309,0.06,,,,0.121,,,,5787.0,,0.84,,,3
